filename	ncbi_accession	taxonomy
GCA_029241965.1_ASM2924196v1_genomic	GCA_029241965.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__QENJ01;s__QENJ01 sp029241965
GCA_029250275.1_ASM2925027v1_genomic	GCA_029250275.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp029250275
GCA_029250305.1_ASM2925030v1_genomic	GCA_029250305.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp029250305
GCA_029250345.1_ASM2925034v1_genomic	GCA_029250345.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp029250345
GCA_029250385.1_ASM2925038v1_genomic	GCA_029250385.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp029250385
GCA_029250425.1_ASM2925042v1_genomic	GCA_029250425.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp029250425
GCA_029250565.1_ASM2925056v1_genomic	GCA_029250565.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1 sp029250565
GCA_029250605.1_ASM2925060v1_genomic	GCA_029250605.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__UBA36;s__UBA36 sp029250605
GCA_029250625.1_ASM2925062v1_genomic	GCA_029250625.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp029250625
GCA_029250665.1_ASM2925066v1_genomic	GCA_029250665.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp029250665
GCA_029255365.1_ASM2925536v1_genomic	GCA_029255365.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp029255365
GCA_029258735.1_ASM2925873v1_genomic	GCA_029258735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__JAPDKD01;s__JAPDKD01 sp029258735
GCA_029258755.1_ASM2925875v1_genomic	GCA_029258755.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DTGL01;g__DTGL01;s__DTGL01 sp029258755
GCA_029258795.1_ASM2925879v1_genomic	GCA_029258795.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__WAPT01;g__WAPT01;s__WAPT01 sp029258795
GCA_029258815.1_ASM2925881v1_genomic	GCA_029258815.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor sp029258815
GCA_029258825.1_ASM2925882v1_genomic	GCA_029258825.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__JAPDKA01;g__JAPDKA01;s__JAPDKA01 sp029258825
GCA_029258885.1_ASM2925888v1_genomic	GCA_029258885.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B9-G17;g__B9-G17;s__B9-G17 sp003649225
GCA_029258915.1_ASM2925891v1_genomic	GCA_029258915.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__EX4484-217-1 sp029258915
GCA_029258925.1_ASM2925892v1_genomic	GCA_029258925.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__JAPDJV01;g__JAPDJV01;s__JAPDJV01 sp029258925
GCA_029258955.1_ASM2925895v1_genomic	GCA_029258955.1	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JAPDJP01;s__JAPDJP01 sp029258955
GCA_029258975.1_ASM2925897v1_genomic	GCA_029258975.1	d__Archaea;p__Thermoplasmatota;c__B47-G6;o__B47-G6B;f__47-G6;g__JAPDJS01;s__JAPDJS01 sp029258975
GCA_029259015.1_ASM2925901v1_genomic	GCA_029259015.1	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JdFR-43;s__JdFR-43 sp029259015
GCA_029259055.1_ASM2925905v1_genomic	GCA_029259055.1	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JAPDJP01;s__JAPDJP01 sp029259055
GCA_029259115.1_ASM2925911v1_genomic	GCA_029259115.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B18-G2;s__B18-G2 sp029259115
GCA_029259155.1_ASM2925915v1_genomic	GCA_029259155.1	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__B40-G2;s__B40-G2 sp003649615
GCA_029259175.1_ASM2925917v1_genomic	GCA_029259175.1	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__DYTO01;s__DYTO01 sp029259175
GCA_029259185.1_ASM2925918v1_genomic	GCA_029259185.1	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__WYZ-LMO6;g__JAPDJF01;s__JAPDJF01 sp029259185
GCA_029259245.1_ASM2925924v1_genomic	GCA_029259245.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sp003663525
GCA_029259285.1_ASM2925928v1_genomic	GCA_029259285.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__B23;g__B23;s__B23 sp029259285
GCA_029259335.1_ASM2925933v1_genomic	GCA_029259335.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp029259335
GCA_029259345.1_ASM2925934v1_genomic	GCA_029259345.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp029259345
GCA_029259355.1_ASM2925935v1_genomic	GCA_029259355.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__JAPDIZ01;f__JAPDIZ01;g__JAPDIZ01;s__JAPDIZ01 sp029259355
GCA_029259415.1_ASM2925941v1_genomic	GCA_029259415.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp029259415
GCA_029259455.1_ASM2925945v1_genomic	GCA_029259455.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp029259455
GCA_029259535.1_ASM2925953v1_genomic	GCA_029259535.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__B39-G2;g__Alkanophaga;s__Alkanophaga liquidiphilum
GCA_029259545.1_ASM2925954v1_genomic	GCA_029259545.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__B39-G2;g__Alkanophaga;s__Alkanophaga volatiphilum
GCA_029263475.1_ASM2926347v1_genomic	GCA_029263475.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp029263475
GCA_029263715.1_ASM2926371v1_genomic	GCA_029263715.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp029263715
GCA_029278565.1_ASM2927856v1_genomic	GCA_029278565.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp029278565
GCA_029335875.2_ASM2933587v2_genomic	GCA_029335875.2	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp029335875
GCA_029338195.1_ASM2933819v1_genomic	GCA_029338195.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp029338195
GCA_029338235.1_ASM2933823v1_genomic	GCA_029338235.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp029338235
GCA_029338255.1_ASM2933825v1_genomic	GCA_029338255.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp029338255
GCA_029338275.1_ASM2933827v1_genomic	GCA_029338275.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp029338275
GCA_029338295.1_ASM2933829v1_genomic	GCA_029338295.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QDMS2;g__QDMS2;s__QDMS2 sp029338295
GCA_029338315.1_ASM2933831v1_genomic	GCA_029338315.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp029338315
GCA_029338355.1_ASM2933835v1_genomic	GCA_029338355.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosegnis;s__Halosegnis sp029338355
GCA_029338375.1_ASM2933837v1_genomic	GCA_029338375.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Halorussus;s__Halorussus sp029338375
GCA_029338395.1_ASM2933839v1_genomic	GCA_029338395.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Halorussus;s__Halorussus sp029338395
GCA_029338515.1_ASM2933851v1_genomic	GCA_029338515.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloglomus;s__Haloglomus sp029338515
GCA_029338555.1_ASM2933855v1_genomic	GCA_029338555.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum sp029338555
GCA_029338575.1_ASM2933857v1_genomic	GCA_029338575.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomarina;s__Halomarina sp029338575
GCA_029460375.1_ASM2946037v1_genomic	GCA_029460375.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACPRH01;g__JASMAB01;s__JASMAB01 sp029460375
GCA_029490015.1_ASM2949001v1_genomic	GCA_029490015.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum sp029490015
GCA_029502005.1_ASM2950200v1_genomic	GCA_029502005.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema salsiterrestre
GCA_029547145.1_ASM2954714v1_genomic	GCA_029547145.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA288;s__UBA288 sp029547145
GCA_029547605.1_ASM2954760v1_genomic	GCA_029547605.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp029547605
GCA_029553285.1_ASM2955328v1_genomic	GCA_029553285.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix_B;s__Methanothrix_B sp029553285
GCA_029555345.1_ASM2955534v1_genomic	GCA_029555345.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp029555345
GCA_029556335.1_ASM2955633v1_genomic	GCA_029556335.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp029556335
GCA_029557835.1_ASM2955783v1_genomic	GCA_029557835.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIXOA01;s__CAIXOA01 sp029557835
GCA_029557995.1_ASM2955799v1_genomic	GCA_029557995.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__JAKQTP01;s__JAKQTP01 sp029557995
GCA_029560215.1_ASM2956021v1_genomic	GCA_029560215.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472 sp029560215
GCA_029563035.1_ASM2956303v1_genomic	GCA_029563035.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__JAKQTP01;s__JAKQTP01 sp029563035
GCA_029574055.1_ASM2957405v1_genomic	GCA_029574055.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma sp029574055
GCA_029633915.1_ASM2963391v1_genomic	GCA_029633915.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__Methanomicrobium antiquum
GCA_029633965.1_ASM2963396v1_genomic	GCA_029633965.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanogenium;s__Methanogenium sp029633965
GCA_029637525.1_ASM2963752v1_genomic	GCA_029637525.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__MEX13ELK6-19;s__MEX13ELK6-19 sp029637525
GCA_029688825.1_ASM2968882v1_genomic	GCA_029688825.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__JARUKX01;s__JARUKX01 sp029688825
GCA_029688845.1_ASM2968884v1_genomic	GCA_029688845.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus sp029688845
GCA_029688865.1_ASM2968886v1_genomic	GCA_029688865.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus sp029688865
GCA_029762515.1_ASM2976251v1_genomic	GCA_029762515.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__Methanocalculus sp029762515
GCA_029762535.1_ASM2976253v1_genomic	GCA_029762535.1	d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JARVGK01;s__JARVGK01 sp029762535
GCA_029762575.1_ASM2976257v1_genomic	GCA_029762575.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__EX4572-165;s__EX4572-165 sp029762575
GCA_029762595.1_ASM2976259v1_genomic	GCA_029762595.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp029762595
GCA_029762625.1_ASM2976262v1_genomic	GCA_029762625.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__DSDF01;s__DSDF01 sp029762625
GCA_029762755.1_ASM2976275v1_genomic	GCA_029762755.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__Bathyarchaeum;s__Bathyarchaeum tardum
GCA_029775855.1_ASM2977585v1_genomic	GCA_029775855.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01;s__JAAOZN01 sp029775855
GCA_029775875.1_ASM2977587v1_genomic	GCA_029775875.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp029775875
GCA_029775915.1_ASM2977591v1_genomic	GCA_029775915.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JANXEG01;g__JANXEG01;s__JANXEG01 sp029775915
GCA_029775925.1_ASM2977592v1_genomic	GCA_029775925.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01;s__JACAEJ01 sp029775925
GCA_029775955.1_ASM2977595v1_genomic	GCA_029775955.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp029775955
GCA_029775965.1_ASM2977596v1_genomic	GCA_029775965.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__DTJL01;g__JAKAPW01;s__JAKAPW01 sp029775965
GCA_029775995.1_ASM2977599v1_genomic	GCA_029775995.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JARVJX01;g__JARVJX01;s__JARVJX01 sp029775995
GCA_029776065.1_ASM2977606v1_genomic	GCA_029776065.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__JACIWG01;f__JACIWG01;g__JACIWG01;s__JACIWG01 sp029776065
GCA_029776125.1_ASM2977612v1_genomic	GCA_029776125.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__JACIWG01;f__JACIWG01;g__JACIWG01;s__JACIWG01 sp029776125
GCA_029782475.1_ASM2978247v1_genomic	GCA_029782475.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp029782475
GCA_029784795.1_ASM2978479v1_genomic	GCA_029784795.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029784795
GCA_029784825.1_ASM2978482v1_genomic	GCA_029784825.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029784825
GCA_029785085.1_ASM2978508v1_genomic	GCA_029785085.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029785085
GCA_029785195.1_ASM2978519v1_genomic	GCA_029785195.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029785195
GCA_029785235.1_ASM2978523v1_genomic	GCA_029785235.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029785235
GCA_029785375.1_ASM2978537v1_genomic	GCA_029785375.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029785375
GCA_029785615.1_ASM2978561v1_genomic	GCA_029785615.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029785615
GCA_029785625.1_ASM2978562v1_genomic	GCA_029785625.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029785625
GCA_029785685.1_ASM2978568v1_genomic	GCA_029785685.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029785685
GCA_029785825.1_ASM2978582v1_genomic	GCA_029785825.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp029785825
GCA_029786595.1_ASM2978659v1_genomic	GCA_029786595.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__JAJZYL01;s__JAJZYL01 sp029786595
GCA_029814175.1_ASM2981417v1_genomic	GCA_029814175.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__XZGYJ-43;s__XZGYJ-43 sp029814175
GCA_029838195.1_ASM2983819v1_genomic	GCA_029838195.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__JALGVJ01;s__JALGVJ01 sp029838195
GCA_029838215.1_ASM2983821v1_genomic	GCA_029838215.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__RDOG01;g__JALGVI01;s__JALGVI01 sp029838215
GCA_029850515.1_ASM2985051v1_genomic	GCA_029850515.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp029850515
GCA_029850555.1_ASM2985055v1_genomic	GCA_029850555.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__CADDZS01;s__CADDZS01 sp029850555
GCA_029854155.1_ASM2985415v1_genomic	GCA_029854155.1	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum sp029854155
GCA_029855925.1_ASM2985592v1_genomic	GCA_029855925.1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp029855925
GCA_029855935.1_ASM2985593v1_genomic	GCA_029855935.1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp029855935
GCA_029855985.1_ASM2985598v1_genomic	GCA_029855985.1	d__Archaea;p__Thermoproteota;c__JANJXX01;o__Panguiarchaeales;f__Panguiarchaeaceae;g__JAGSHR01;s__JAGSHR01 sp029855985
GCA_029856045.1_ASM2985604v1_genomic	GCA_029856045.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__6H3-1;s__6H3-1 sp029856045
GCA_029856055.1_ASM2985605v1_genomic	GCA_029856055.1	d__Archaea;p__Thermoproteota;c__JANJXX01;o__Panguiarchaeales;f__Panguiarchaeaceae;g__JAHQWF01;s__JAHQWF01 sp029856055
GCA_029856085.1_ASM2985608v1_genomic	GCA_029856085.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp029856085
GCA_029856105.1_ASM2985610v1_genomic	GCA_029856105.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp029856105
GCA_029856125.1_ASM2985612v1_genomic	GCA_029856125.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp029856125
GCA_029856145.1_ASM2985614v1_genomic	GCA_029856145.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp029856145
GCA_029856155.1_ASM2985615v1_genomic	GCA_029856155.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp029856155
GCA_029856235.1_ASM2985623v1_genomic	GCA_029856235.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp029856235
GCA_029856295.1_ASM2985629v1_genomic	GCA_029856295.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__LW40-45;s__LW40-45 sp029856295
GCA_029856365.1_ASM2985636v1_genomic	GCA_029856365.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp029856365
GCA_029856375.1_ASM2985637v1_genomic	GCA_029856375.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__6H3-1;s__6H3-1 sp029856375
GCA_029856425.1_ASM2985642v1_genomic	GCA_029856425.1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp029856425
GCA_029856435.1_ASM2985643v1_genomic	GCA_029856435.1	d__Archaea;p__Asgardarchaeota;c__Jordarchaeia;o__Jordarchaeales;f__Jordarchaeaceae;g__Jordarchaeum;s__Jordarchaeum sp029856435
GCA_029856445.1_ASM2985644v1_genomic	GCA_029856445.1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp029856445
GCA_029856525.1_ASM2985652v1_genomic	GCA_029856525.1	d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeales;f__Odinarchaeaceae;g__Odinarchaeum;s__Odinarchaeum sp029856525
GCA_029856615.1_ASM2985661v1_genomic	GCA_029856615.1	d__Archaea;p__Thermoproteota;c__JANJXX01;o__Panguiarchaeales;f__Panguiarchaeaceae;g__JAHKLF01;s__JAHKLF01 sp029856615
GCA_029856625.1_ASM2985662v1_genomic	GCA_029856625.1	d__Archaea;p__Thermoproteota;c__JANJXX01;o__Panguiarchaeales;f__Panguiarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625
GCA_029856635.1_ASM2985663v1_genomic	GCA_029856635.1	d__Archaea;p__Thermoproteota;c__JANJXX01;o__Panguiarchaeales;f__Panguiarchaeaceae;g__JAHKLH01;s__JAHKLH01 sp029856635
GCA_029856685.1_ASM2985668v1_genomic	GCA_029856685.1	d__Archaea;p__Thermoproteota;c__JANJXX01;o__Panguiarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685
GCA_029858305.1_ASM2985830v1_genomic	GCA_029858305.1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp029858305
GCA_029858465.1_ASM2985846v1_genomic	GCA_029858465.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__DTMW01;g__JAOUEZ01;s__JAOUEZ01 sp029858465
GCA_029860565.1_ASM2986056v1_genomic	GCA_029860565.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp029860565
GCA_029861085.1_ASM2986108v1_genomic	GCA_029861085.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp029861085
